N,P,K,temperature,humidity,ph,wind_speed,rainfall,weather_condition,weather_suitability,label
89,91,55,25.08347445,80.261731,6.275572298,5.5,94.32961456,Clear,Medium,banana
89,85,55,26.6719835,76.48541655,6.275384607,5.9,91.73358569,Clear,Medium,banana
118,88,51,25.44926208,79.49221962,6.201911642,5.6,100.6619171,Clear,Medium,banana
101,92,45,28.22776705,80.6430384,5.758054257,3.1,98.00403016,Clear,Medium,banana
99,92,47,28.1279509,77.48247073,6.323933647,5.8,103.5045395,Clear,Medium,banana
82,77,46,28.9470467,82.1888998,5.901100841,5.4,95.83016448,Clear,Medium,banana
90,86,55,27.96236771,84.15403614,5.644486582,3.2,97.55986676,Clear,Medium,banana
95,88,52,28.00316034,78.90085998,6.235461772,5.7,94.68180316,Clear,Medium,banana
104,73,46,29.1400919,80.1190228,6.28236237,4.1,90.45142867,Clear,Medium,banana
102,73,52,27.9122104,83.36307683,6.356090905,4.3,90.24211529,Clear,Medium,banana
100,74,52,25.43480512,81.53977797,5.837258235,3.6,96.47800391,Clear,Medium,banana
94,89,48,28.55980972,84.51602322,5.653437902,5.7,111.0843029,Clear,Medium,banana
99,70,46,26.59580783,82.99556744,5.727469947,5.3,100.5123341,Clear,Medium,banana
112,87,48,27.19711623,77.3970629,6.200111068,5.2,99.46950465,Clear,Medium,banana
117,82,45,25.29391516,79.29122198,5.614471478,5.4,105.4220251,Clear,Medium,banana
96,86,51,29.90888522,76.98740841,6.257369799,5.3,91.99964712,Clear,Medium,banana
113,85,45,27.94972463,76.63713353,6.037430836,4.5,109.0921631,Clear,Medium,banana
105,93,46,25.01018457,78.76260938,5.760457558,4.2,108.3690513,Clear,Medium,banana
85,89,51,29.21144871,84.70189923,6.158164422,3.1,108.5501443,Clear,Medium,banana
108,94,47,27.35911627,84.54625006,6.387431383,5.3,90.81250457,Clear,Medium,banana
92,81,52,28.0106804,76.52808057,5.891413895,4.9,103.7040783,Clear,Medium,banana
110,71,54,28.67208915,82.20793613,5.725418961,5.5,94.37987496,Clear,Medium,banana
82,75,55,27.34585147,78.4873835,6.281069505,4.1,92.15524332,Clear,Medium,banana
117,81,53,29.50704598,78.20585613,5.507641778,4.5,98.12565829,Clear,Medium,banana
2,40,27,29.73770045,47.54885174,5.954626604,5.2,90.09586854,Clear,Medium,mango
39,24,31,33.55695561,53.72979826,4.757114897,4.4,98.67527561,Hot,Medium,mango
21,26,27,27.00315545,47.67525434,5.699586972,3.4,95.85118326,Clear,Medium,mango
25,22,25,33.56150184,45.53556603,5.977413803,4.1,95.70525913,Hot,Medium,mango
0,21,32,35.89855625,54.25964196,6.430139436,3.6,92.19721736,Hot,Medium,mango
20,19,35,34.17719782,50.62161586,6.113935087,4,98.00687989,Hot,Medium,mango
19,21,34,30.01592643,53.19212381,5.074272692,4.9,97.72843182,Hot,Medium,mango
18,17,31,31.74592134,45.16127859,5.667507706,4.9,93.75441586,Hot,Medium,mango
11,36,33,35.99009679,52.22780489,5.978634285,2.9,95.3713484,Hot,Medium,mango
30,28,30,31.86641378,52.19331595,5.064613314,2.4,98.46768642,Hot,Medium,mango
18,19,27,27.75518664,52.34605806,4.772385986,5.1,94.11213345,Clear,Medium,mango
23,23,27,34.72413192,51.4271781,5.161148592,3.6,97.31258083,Hot,Medium,mango
37,30,34,27.53907547,53.63549533,6.797779227,5.7,99.35408185,Clear,Medium,mango
11,27,30,27.69637763,48.5622488,6.39474303,4,89.85646496,Clear,Medium,mango
12,19,31,27.25373364,52.66319725,5.566704378,4.1,91.87312479,Clear,Medium,mango
3,28,33,30.33723921,48.88704844,5.755049971,2.8,94.42850522,Hot,Medium,mango
37,38,32,31.85744939,45.53106268,5.417340525,3.1,91.55845821,Hot,Medium,mango
26,37,30,35.39986338,49.45962621,6.166173834,4.1,97.41054011,Hot,Medium,mango
14,18,30,29.80747243,52.13797867,5.191265116,3.5,95.74606104,Clear,Medium,mango
40,16,35,34.16438906,54.16482251,4.954739564,4.2,98.33351125,Hot,Medium,mango
4,20,25,28.93270187,47.94053996,5.664587011,4.3,99.9834242,Clear,Medium,mango
36,25,33,27.98392787,53.33018851,5.548584852,3.9,99.61465679,Clear,Medium,mango
30,17,31,31.20478173,54.49960506,6.804437106,3,94.62954663,Hot,Medium,mango
28,37,28,32.13409675,50.52559148,6.097869767,3.2,98.63333684,Hot,Medium,mango
38,15,30,28.91862016,48.13974548,5.075504537,5.3,97.01331604,Clear,Medium,mango
12,37,30,31.09779147,47.41196659,4.546466109,3.4,90.28624348,Hot,Medium,mango
38,19,31,34.73823882,49.08864345,5.855119268,3.5,90.65022183,Hot,Medium,mango
8,33,29,29.98080499,49.48613279,6.442393461,5.5,91.82271568,Clear,Medium,mango
15,27,28,33.80398664,46.12866113,4.507523551,4.7,90.82549241,Hot,Medium,mango
34,16,25,30.07202564,50.96040505,6.10729559,2.6,92.09609766,Hot,Medium,mango
11,36,31,27.92063282,51.77965917,6.47544932,4.1,100.2585673,Clear,Medium,mango
33,29,34,31.40948821,49.21729127,6.832979509,3.8,92.99739415,Hot,Medium,mango
12,31,26,35.7877738,51.94190321,5.395275719,3.8,100.2160615,Hot,Medium,mango
12,34,28,33.36140093,45.02236377,6.13526938,3.5,98.81596545,Hot,Medium,mango
5,16,31,35.96054636,48.69677802,4.555688532,3.9,98.00644238,Hot,Medium,mango
1,30,29,28.33333307,51.39586505,6.434197756,4.8,91.67241761,Clear,Medium,mango
16,35,31,32.27652024,50.19368841,5.316875978,2.9,95.99487068,Hot,Medium,mango
35,18,26,31.99490489,50.84881347,5.279388967,4.3,97.38741498,Hot,Medium,mango
4,40,26,27.58258929,48.56916221,6.720041791,5.4,95.8445641,Clear,Medium,mango
9,29,34,29.38471637,45.88744691,5.72742254,4.6,100.8124659,Clear,Medium,mango
2,38,33,32.38697531,53.2328243,4.691396195,2.2,90.21633216,Hot,Medium,mango
26,32,32,30.91471455,49.92963856,6.810186079,3.1,90.14047759,Hot,Medium,mango
34,38,31,35.37775595,45.58110023,6.454045329,3.6,97.41586402,Hot,Medium,mango
5,32,33,32.32362177,52.5896771,5.842763773,2,93.36718816,Hot,Medium,mango
31,29,26,28.22373428,47.40519056,5.024124684,4.8,97.76832322,Clear,Medium,mango
34,34,35,27.27433181,47.16808054,6.422710539,3.4,95.257992,Clear,Medium,mango
36,19,32,27.10710832,50.70880979,4.94295037,4.4,92.37238878,Clear,Medium,mango
7,17,26,34.89226666,48.75613373,6.414526606,3.1,91.63074547,Hot,Medium,mango
38,15,27,33.7462686,48.50387598,6.777788126,3.1,92.26439205,Hot,Medium,mango
5,19,25,27.3511056,54.43945147,6.441328044,3.3,96.27792547,Clear,Medium,mango
37,36,26,32.89300162,52.61323969,4.650536197,4.4,94.49161372,Hot,Medium,mango
21,31,32,35.38598705,51.42664176,5.254532213,2.8,90.29643888,Hot,Medium,mango
37,36,27,27.5529736,47.90859131,5.910634533,3.4,90.40332704,Clear,Medium,mango
23,23,30,32.82141065,47.45553843,4.755273631,4.9,90.89173106,Hot,Medium,mango
36,26,26,30.17294105,51.0845903,6.814630246,2.2,95.23444287,Hot,Medium,mango
24,33,35,29.26382931,54.82257868,5.342866119,3.9,100.7586226,Clear,Medium,mango
26,18,30,32.06097197,51.08494181,6.336234624,4.5,96.59816497,Hot,Medium,mango
22,17,26,28.69818144,47.71875722,4.754435025,5.5,99.642454,Clear,Medium,mango
11,34,32,29.14305008,49.40983294,6.831706773,4.4,97.55155537,Clear,Medium,mango
29,35,28,28.3471611,53.53903102,6.967417766,4,90.40260445,Clear,Medium,mango
22,28,26,27.67256197,45.41692012,4.947683034,4.6,92.84991507,Clear,Medium,mango
23,24,32,28.1218093,46.16888595,5.630619901,3.5,93.30247448,Clear,Medium,mango
1,35,34,30.79375683,46.69536813,6.27339822,2.8,92.21318555,Hot,Medium,mango
2,24,34,28.89409382,54.80750249,6.472774648,3.3,94.76322976,Clear,Medium,mango
39,37,25,33.33024826,45.61143594,6.953246506,3.7,98.28583013,Hot,Medium,mango
15,36,27,27.78912455,53.96886679,5.643710216,4.1,91.01152997,Clear,Medium,mango
3,18,31,31.65333432,48.20662669,6.392313973,3,91.09745581,Hot,Medium,mango
8,38,32,29.75150773,46.73723302,4.981816523,3.2,91.405983,Clear,Medium,mango
33,31,34,31.32995611,50.22287593,5.421265283,4.3,89.78216168,Hot,Medium,mango
14,29,32,35.63627319,48.97047762,6.942520105,2.4,97.51952041,Hot,Medium,mango
18,20,26,31.66524687,51.98594645,5.435840509,3,89.98024312,Hot,Medium,mango
9,21,32,32.26935342,53.56092806,5.870116071,2.3,95.94035356,Hot,Medium,mango
20,30,27,27.81005614,51.59445462,4.74910393,4.4,95.89898581,Clear,Medium,mango
9,38,25,34.58561471,50.34035336,5.497946899,4.9,100.3060719,Hot,Medium,mango
26,24,34,31.27180992,52.23810152,6.811291098,2.2,89.74409017,Hot,Medium,mango
31,36,29,33.93679864,52.72170281,6.460542749,2.7,97.4611918,Hot,Medium,mango
14,18,35,31.09154239,47.02058367,4.791146778,3.3,91.46664318,Hot,Medium,mango
40,16,35,31.89356292,49.02450149,6.4841522,2.8,89.59371481,Hot,Medium,mango
28,27,34,32.45465292,50.69693751,6.526654345,4.6,95.04871605,Hot,Medium,mango
0,17,30,35.47478322,47.97230503,6.279133738,4.5,97.79072474,Hot,Medium,mango
1,29,29,27.32961444,49.30347234,6.052026047,3.4,93.53197359,Clear,Medium,mango
2,36,31,30.90225239,49.95955487,5.73171945,3.2,91.77522598,Hot,Medium,mango
12,27,26,29.09382275,45.5661059,5.32307197,3.8,96.23520043,Clear,Medium,mango
7,28,35,30.02086169,46.78393776,4.66910839,2.6,96.63721027,Hot,Medium,mango
0,36,26,34.13072188,51.25786185,5.101206389,2,96.38808001,Hot,Medium,mango
26,35,31,33.44619894,53.05980465,5.339556562,2.5,98.05089394,Hot,Medium,mango
27,21,30,35.3915464,52.48823147,5.061081874,4.3,91.22881052,Hot,Medium,mango
22,38,31,31.53356352,53.06009323,5.821106036,4.2,98.57025046,Hot,Medium,mango
22,18,31,30.7645515,47.93791463,5.956027059,2.2,90.38503469,Hot,Medium,mango
28,23,28,30.01821337,50.0983181,5.676032581,4.8,96.08745082,Hot,Medium,mango
7,31,27,31.32863689,47.59319575,6.524114355,5,94.67344737,Hot,Medium,mango
29,34,26,33.88004781,54.39416048,6.273953676,2.4,89.29147581,Hot,Medium,mango
8,37,33,28.07802689,54.9640534,6.128167757,3.2,97.45373619,Clear,Medium,mango
39,16,27,35.53845018,52.94641947,4.934964765,4.3,91.54560427,Hot,Medium,mango
40,24,25,28.70595247,50.44030129,5.445008416,3.4,95.8946444,Clear,Medium,mango
19,38,26,31.48451729,48.77926304,4.525722333,5,93.17221967,Hot,Medium,mango
21,21,30,27.69819273,51.41593238,5.403908328,4.3,100.7720705,Clear,Medium,mango
22,18,33,30.41235793,52.48100602,6.621623545,3,93.92375879,Hot,Medium,mango
31,20,30,32.17752026,54.01352682,6.207495815,3.9,91.88766069,Hot,Medium,mango
18,26,31,32.6112614,47.74916499,5.418475257,4.8,91.10190759,Hot,Medium,mango
24,130,195,29.99677232,81.54156612,6.112305667,4.3,67.12534492,Clear,Medium,grapes
13,144,204,30.7280404,82.42614055,6.092241627,2.4,68.38135469,Hot,Medium,grapes
22,123,205,32.44577836,83.88504863,5.896343436,3.8,68.73932528,Hot,Medium,grapes
36,125,196,37.46566825,80.65968681,6.15526103,4.7,66.83872293,Hot,Medium,grapes
24,131,196,22.03296178,83.74372787,5.732453638,3.3,65.34440794,Clear,Medium,grapes
2,123,198,39.64851881,82.21079946,6.253034534,2.3,70.39906054,Hot,Medium,grapes
35,140,197,16.77557314,82.75241875,6.106190557,6.9,66.76285469,Cool,Medium,grapes
11,122,195,12.14190714,83.56812483,5.647202395,8.3,69.63122027,Cool,Medium,grapes
6,123,203,12.7567962,81.62497448,6.130310493,6.4,66.77844567,Cool,Medium,grapes
17,134,204,39.04071989,80.18393287,6.499604931,2.6,73.88467027,Hot,Medium,grapes
25,130,197,39.70772192,82.68593454,5.554831977,4.3,74.91506217,Hot,Medium,grapes
27,145,205,9.467960445,82.29335466,5.800242694,7.5,66.02765219,Cool,Medium,grapes
9,122,201,29.58748357,80.91934392,5.570290539,4,68.06417307,Clear,Medium,grapes
16,139,203,17.82803682,80.96093443,6.27564088,7.5,65.84748763,Cool,Medium,grapes
32,141,204,8.825674745,82.89753705,5.536645599,6.3,67.235765,Cool,Medium,grapes
22,138,195,27.83487131,83.51444973,6.208196881,4.9,73.02882766,Clear,Medium,grapes
31,144,202,11.02105378,80.55557235,5.870600622,5.3,68.23963161,Cool,Medium,grapes
3,136,205,17.5862944,80.84806564,6.334771461,8.2,71.4065452,Cool,Medium,grapes
28,122,197,19.89363946,82.73366439,5.856575335,8.8,69.66256816,Cool,Medium,grapes
4,136,204,29.93707596,81.77713468,5.898944282,4.5,65.52279323,Clear,Medium,grapes
39,145,201,36.73126647,80.58931938,5.775600435,4.9,72.24230804,Hot,Medium,grapes
38,132,197,20.42094753,81.54185044,5.931101816,5.6,66.93065667,Clear,Medium,grapes
36,133,198,25.51939719,83.98351748,6.2286454,3.2,69.17281221,Clear,Medium,grapes
25,121,201,30.50734778,82.71775569,5.594240603,4,70.08200379,Hot,Medium,grapes
15,125,199,18.4269936,80.55625868,5.569230319,6.4,69.75734306,Cool,Medium,grapes
24,140,205,12.087022,83.59398734,5.93202852,7.4,68.66813363,Cool,Medium,grapes
13,132,203,23.60115364,82.48336987,6.423216506,4.9,73.23901752,Clear,Medium,grapes
5,126,197,12.80000387,81.20876367,6.417500829,5.9,67.10439401,Cool,Medium,grapes
30,120,200,38.06099482,82.24729637,6.234904253,4.6,65.70148216,Hot,Medium,grapes
23,142,197,39.06555518,82.03812973,6.000573725,2.1,69.30772897,Hot,Medium,grapes
26,135,203,33.78372897,81.16314317,5.685102769,3.4,74.53557341,Hot,Medium,grapes
7,126,203,16.76201707,82.00335557,5.662140095,5.8,73.28712806,Cool,Medium,grapes
32,139,198,35.89307536,82.66850729,6.358186848,2.4,66.53946559,Hot,Medium,grapes
9,141,202,21.01245395,81.17931863,6.119495295,3,66.38448261,Clear,Medium,grapes
20,142,196,10.89875873,80.01639435,6.207600783,6.8,68.69420397,Cool,Medium,grapes
32,129,201,16.36251869,83.00471609,6.48754639,7.5,71.55665483,Cool,Medium,grapes
3,134,199,20.28370163,81.32235739,5.81717753,5,71.06611222,Clear,Medium,grapes
38,138,204,25.11108456,83.25447587,6.325480034,5.1,73.01026829,Clear,Medium,grapes
14,131,198,33.4641162,83.86742974,5.562790949,2.6,67.92204319,Hot,Medium,grapes
20,122,204,11.7976469,80.86325389,6.487369687,7.7,65.06962486,Cool,Medium,grapes
40,126,201,11.36300891,80.03100049,6.116982944,6.2,71.18289431,Cool,Medium,grapes
36,128,204,25.23542319,80.68700527,5.695792761,4,67.03840888,Clear,Medium,grapes
11,132,197,15.99050693,81.23966573,5.734317007,8.6,74.40198861,Cool,Medium,grapes
0,137,195,22.4359017,80.18612085,6.329499832,3.9,65.3973168,Clear,Medium,grapes
19,123,200,34.76086052,81.03544763,6.167013532,4.8,65.70430027,Hot,Medium,grapes
31,136,197,31.11047251,83.34010951,5.653776058,2.8,71.43001582,Hot,Medium,grapes
4,134,200,28.57828803,80.95628959,5.840256272,5.5,73.34232097,Clear,Medium,grapes
39,139,201,41.18664903,81.01783402,5.539980812,3,68.68895899,Hot,Medium,grapes
8,127,196,27.02766138,83.17093908,5.833302165,3,70.95666003,Clear,Medium,grapes
39,138,203,21.19339319,82.33098331,6.399433771,5.9,74.62834921,Clear,Medium,grapes
32,120,204,10.38004759,83.44518113,6.138958698,5,67.3917379,Cool,Medium,grapes
12,142,203,31.3115978,82.56407013,5.972850838,4.5,65.01095312,Hot,Medium,grapes
8,133,195,20.46657776,80.97598029,6.456079585,3.5,71.29813872,Clear,Medium,grapes
8,139,199,29.36947679,81.53996362,6.336426667,5.2,66.13442813,Clear,Medium,grapes
21,134,202,10.72302459,80.02130636,6.425419926,6.2,65.2982112,Cool,Medium,grapes
40,140,195,14.97846952,80.49979873,6.294395676,8.7,71.63437433,Cool,Medium,grapes
39,127,202,15.3246651,81.67215994,6.477768039,5.3,71.60102999,Cool,Medium,grapes
19,120,195,18.73932187,81.12109244,5.931538447,8.2,73.55807954,Cool,Medium,grapes
21,139,201,19.3642553,83.36094029,5.980598579,7.7,67.15094741,Cool,Medium,grapes
17,136,195,41.20733624,81.61051026,6.389783283,4,65.90227462,Hot,Medium,grapes
33,139,203,33.34214482,82.51034633,5.693287415,5,70.68098614,Hot,Medium,grapes
22,133,201,23.81995682,80.12211649,6.00299607,3.6,67.2739864,Clear,Medium,grapes
32,130,196,40.66012294,81.24995984,6.372959542,2.8,74.03030056,Hot,Medium,grapes
37,135,205,11.82768186,80.2827185,5.510924849,7.4,74.10225057,Cool,Medium,grapes
15,140,195,13.28504331,83.54193816,5.69945282,8.5,65.80006004,Cool,Medium,grapes
39,132,196,35.83089092,83.32560104,5.778594403,2.1,73.67984885,Hot,Medium,grapes
40,121,199,26.18159716,81.03886263,6.315586313,5.4,66.05911698,Clear,Medium,grapes
40,132,202,24.57558351,80.70695797,5.971813006,5.7,69.706113,Clear,Medium,grapes
29,142,203,29.67229086,83.71498986,5.891195653,4.2,66.48490371,Clear,Medium,grapes
32,121,199,39.37102553,81.25353895,6.129812716,3.3,74.08101744,Hot,Medium,grapes
6,140,205,17.66558428,82.92903419,6.313085601,5.6,69.8671263,Cool,Medium,grapes
8,120,196,24.06679352,82.66396666,6.053662544,5.9,69.81855775,Clear,Medium,grapes
34,133,202,15.31413469,80.09711412,5.804799142,7.1,74.82144653,Cool,Medium,grapes
35,135,199,21.77466746,80.54942557,6.400719746,5.4,69.39630398,Clear,Medium,grapes
16,145,199,26.91624843,80.76838926,5.953966361,3.5,69.30927185,Clear,Medium,grapes
8,136,201,41.65602996,82.22118237,5.609255992,3.8,74.19664838,Hot,Medium,grapes
25,129,195,17.98667801,81.17712085,5.777271492,6.2,72.37127689,Cool,Medium,grapes
16,130,201,29.12033769,82.79092939,5.682395429,4.7,68.8503047,Clear,Medium,grapes
39,129,203,34.38922481,83.18392806,5.863996687,4.6,71.03001556,Hot,Medium,grapes
38,135,203,41.36106301,82.79782954,6.444373116,3.8,69.92107482,Hot,Medium,grapes
33,120,205,35.12158265,82.26890793,5.550832178,4.5,69.71518491,Hot,Medium,grapes
35,125,204,19.6491772,80.15215777,6.107741788,8.6,73.69529586,Cool,Medium,grapes
1,132,200,16.27852801,82.94270065,5.620745638,8.7,66.57462809,Cool,Medium,grapes
39,140,203,21.11903604,80.63399198,6.349875906,5.4,69.27779761,Clear,Medium,grapes
28,145,202,19.2077707,82.9042841,6.484323189,5.2,66.83113717,Cool,Medium,grapes
6,128,200,25.96308415,82.57813624,5.838748311,4.9,70.31782647,Clear,Medium,grapes
6,139,199,25.67385024,81.6212135,6.29099842,5.1,74.10919422,Clear,Medium,grapes
29,122,196,41.94865736,81.15595212,5.638328481,3.9,73.06862952,Hot,Medium,grapes
37,144,197,11.18994268,80.8084305,6.415555956,7.2,66.34234944,Cool,Medium,grapes
38,120,197,17.5438296,82.94703302,6.323722572,7.3,73.77063744,Cool,Medium,grapes
38,141,198,13.05809741,80.28297993,5.757009965,7.2,70.75633584,Cool,Medium,grapes
14,121,203,9.724457611,83.74765639,6.158689406,8.1,74.46411148,Cool,Medium,grapes
6,125,204,27.92004934,82.93262435,5.733539807,3.4,69.92092839,Clear,Medium,grapes
32,138,197,9.535585543,80.73112694,5.908724337,6.2,69.44115171,Cool,Medium,grapes
11,124,204,13.42988625,80.06633966,6.361141107,6.7,71.40043037,Cool,Medium,grapes
23,138,200,9.851242629,80.22631717,5.96537863,6.9,68.42802444,Cool,Medium,grapes
40,143,201,24.97256132,82.72828653,6.476757723,3.9,66.70016285,Clear,Medium,grapes
6,142,202,27.23708304,82.94573346,6.224542938,4.5,70.42508897,Clear,Medium,grapes
37,124,195,18.70679077,83.4795292,6.209928251,6.7,66.5964488,Cool,Medium,grapes
35,134,204,9.949929082,82.55138983,5.841138354,5.3,66.00817551,Cool,Medium,grapes
119,25,51,26.47330219,80.92254421,6.283818329,4.9,53.65742581,Clear,Medium,watermelon
119,19,55,25.18780042,83.44621709,6.818261383,3.1,46.87420883,Clear,Medium,watermelon
105,30,50,25.29954705,81.77527562,6.37620108,3.6,57.04147057,Clear,Medium,watermelon
114,8,50,24.74631269,88.30866319,6.581587932,5.9,57.95826144,Clear,Medium,watermelon
93,22,52,26.58740671,81.32563243,6.932739726,5.7,41.87540028,Clear,Medium,watermelon
80,26,55,24.53442564,88.989272,6.140099215,4.4,49.11618732,Clear,Medium,watermelon
85,27,45,26.0713757,88.7285657,6.467095849,5.9,57.79652846,Clear,Medium,watermelon
85,22,53,25.96534238,89.77076659,6.849471704,5.4,59.46338556,Clear,Medium,watermelon
82,22,45,26.22338015,85.34866045,6.512196212,3.2,54.60159289,Clear,Medium,watermelon
118,13,54,24.41311871,89.81574032,6.039584629,5.3,44.07843475,Clear,Medium,watermelon
83,25,53,26.49195283,80.04678201,6.057697106,4.9,57.72799157,Clear,Medium,watermelon
86,15,47,24.04355803,84.18406764,6.423898762,6,53.78929956,Clear,Medium,watermelon
101,10,47,25.5421695,83.31883376,6.936997681,5.3,57.57343233,Clear,Medium,watermelon
119,9,50,26.74550678,83.9195902,6.251286661,5.5,40.794305,Clear,Medium,watermelon
104,17,46,25.7131428,80.22972777,6.190015912,3.9,43.08961827,Clear,Medium,watermelon
95,12,51,25.76484262,84.1726996,6.681606702,4.5,44.22066914,Clear,Medium,watermelon
102,14,52,26.79489868,89.64815231,6.51075991,3.2,57.74091817,Clear,Medium,watermelon
109,21,55,24.9004602,89.73524177,6.770278088,5.5,57.44942094,Clear,Medium,watermelon
81,18,50,26.80750629,88.22874955,6.429788073,5.1,58.79889057,Clear,Medium,watermelon
103,17,51,25.11189154,80.02621335,6.209888345,3.1,44.20656987,Clear,Medium,watermelon
105,14,50,26.2148837,87.6883982,6.419052193,4.9,59.65590798,Clear,Medium,watermelon
97,8,52,24.9103226,86.97190046,6.237861736,4.1,49.48575692,Clear,Medium,watermelon
120,19,49,25.79448878,84.26830701,6.762471629,4.8,56.45229202,Clear,Medium,watermelon
95,16,55,25.26931156,87.55055105,6.612847999,3.6,40.12650421,Clear,Medium,watermelon
83,29,52,25.76402693,87.5931128,6.704688865,5.2,46.05122728,Clear,Medium,watermelon
83,9,45,25.85483596,89.13163965,6.049609892,5.9,46.85176955,Clear,Medium,watermelon
91,21,50,24.33528185,81.44030363,6.762030215,4.6,48.32113628,Clear,Medium,watermelon
116,5,54,25.37601283,80.99313508,6.65398725,4,57.23028471,Clear,Medium,watermelon
112,28,54,24.86094646,85.05318563,6.738030547,4.6,55.29563514,Clear,Medium,watermelon
88,29,51,24.71885473,88.94568335,6.095689937,5,48.45978627,Clear,Medium,watermelon
118,15,45,24.21495706,84.20576992,6.538006356,3.5,48.01138482,Clear,Medium,watermelon
92,21,48,25.81692236,82.043255,6.377427122,5.5,54.82963379,Clear,Medium,watermelon
106,14,45,24.47018505,84.16390229,6.417011754,4,57.26773002,Clear,Medium,watermelon
99,5,47,24.13078816,84.84494575,6.649086972,5.3,51.19470197,Clear,Medium,watermelon
98,8,51,26.1793464,86.52258079,6.25933595,4.7,49.43050977,Clear,Medium,watermelon
108,22,46,26.17668721,86.7295205,6.121168559,3.2,53.33484977,Clear,Medium,watermelon
119,7,55,26.03867719,84.6378378,6.031424482,5.9,44.3993381,Clear,Medium,watermelon
117,27,48,26.53259325,82.39053979,6.835268184,4.8,54.30660782,Clear,Medium,watermelon
109,10,53,26.81938687,87.8274604,6.551750306,4.2,46.06193778,Clear,Medium,watermelon
80,16,46,25.50405534,81.40297428,6.940236218,5.4,48.47833278,Clear,Medium,watermelon
100,18,52,26.20234499,80.38266489,6.87606733,4,56.47941847,Clear,Medium,watermelon
91,7,53,25.13735887,89.28272716,6.457216535,5.4,43.52897517,Clear,Medium,watermelon
86,6,53,25.92030221,83.47202566,6.921847888,4.4,42.10681516,Clear,Medium,watermelon
107,5,52,26.6634609,89.98405233,6.881425746,5.7,57.40847165,Clear,Medium,watermelon
103,16,49,24.06731461,81.64075303,6.915717008,3.4,51.75212401,Clear,Medium,watermelon
101,20,48,24.6774157,82.75411437,6.206247494,5,57.05709413,Clear,Medium,watermelon
85,25,47,26.11440416,87.64081095,6.29542477,4.1,58.48160844,Clear,Medium,watermelon
84,7,51,26.81530456,87.65694462,6.399669044,4.9,55.74073582,Clear,Medium,watermelon
102,28,54,25.15623099,80.27525115,6.862157042,3.2,55.49541453,Clear,Medium,watermelon
98,25,52,25.2801372,83.15393658,6.224066378,5,49.29456609,Clear,Medium,watermelon
97,25,50,26.22005978,80.90127035,6.093814669,3.1,49.08553937,Clear,Medium,watermelon
90,16,45,24.92093261,80.61750795,6.291540278,5.3,50.55710813,Clear,Medium,watermelon
95,12,46,26.21667586,81.01009354,6.32281728,4.1,54.65423596,Clear,Medium,watermelon
82,23,49,26.81383586,87.21986949,6.873283991,5,51.70497792,Clear,Medium,watermelon
82,25,51,24.31334971,87.47409052,6.074209622,5.7,48.11248366,Clear,Medium,watermelon
110,28,46,24.29105004,88.04541346,6.49889585,5.8,51.26046418,Clear,Medium,watermelon
118,21,51,24.42998931,86.33904774,6.678805092,5.1,48.58241822,Clear,Medium,watermelon
120,20,45,25.66576039,88.6984228,6.114128685,4.3,54.22722466,Clear,Medium,watermelon
91,7,52,25.07803672,83.46230461,6.405054243,5.4,56.39962921,Clear,Medium,watermelon
81,6,55,24.88910524,85.87059083,6.110142735,5.8,51.70699144,Clear,Medium,watermelon
101,13,54,25.42900869,82.91481799,6.828982708,4.2,56.34144589,Clear,Medium,watermelon
101,17,55,24.37118217,87.1269128,6.451499764,3.5,44.63907691,Clear,Medium,watermelon
111,6,53,26.4930645,88.59143088,6.313512999,4,46.06382209,Clear,Medium,watermelon
107,10,49,25.83202912,89.00481725,6.755192025,5.5,45.24690619,Clear,Medium,watermelon
115,11,46,24.41592661,89.39655519,6.623167177,5.9,40.32161859,Clear,Medium,watermelon
84,25,52,24.37190239,81.2514818,6.12532356,4.5,44.20899581,Clear,Medium,watermelon
120,7,47,24.24782473,83.03687902,6.653867608,5.7,54.7657624,Clear,Medium,watermelon
91,12,46,24.64458469,85.49938185,6.343942518,3.1,48.31219031,Clear,Medium,watermelon
89,22,52,24.89681131,86.10782926,6.217300786,3.5,53.14626213,Clear,Medium,watermelon
113,19,46,25.41864024,81.12122989,6.286387658,4.2,49.52320689,Clear,Medium,watermelon
97,22,50,26.26028739,86.14585891,6.7698938,4.9,58.97878791,Clear,Medium,watermelon
117,30,50,24.90123934,87.20772913,6.744966312,5.7,46.59207341,Clear,Medium,watermelon
90,14,52,24.84740848,89.20454622,6.391858432,4.3,59.67927244,Clear,Medium,watermelon
104,23,47,26.98212846,86.70068316,6.770434148,3.1,42.91292205,Clear,Medium,watermelon
81,16,45,26.90435747,86.25426228,6.727468157,3.4,59.75980023,Clear,Medium,watermelon
88,5,47,25.86475496,86.67468041,6.662244646,4.4,41.16554802,Clear,Medium,watermelon
92,7,45,26.70607759,81.14149505,6.944640222,4.5,51.51033554,Clear,Medium,watermelon
81,18,50,26.44019475,80.91934337,6.507110986,4.2,47.81847573,Clear,Medium,watermelon
111,5,55,26.283443,84.42478917,6.520663422,4.1,50.78669728,Clear,Medium,watermelon
108,23,51,26.84366082,83.85039964,6.106500787,4.9,40.228644,Clear,Medium,watermelon
113,30,50,26.03967219,83.9862443,6.277484043,5.9,43.87712348,Clear,Medium,watermelon
